region,season,tech,step,year,cost
TX,3,Battery_Storage,1,2034,0.0001
TX,3,Battery_Storage,1,2035,0.0001
TX,3,Solar,1,2030,0.0001
TX,3,Solar,1,2031,0.0001
TX,3,Solar,1,2032,0.0001
TX,3,Solar,1,2033,0.0001
TX,3,Solar,1,2034,0.0001
TX,3,Solar,1,2035,0.0001
TX,3,Solar,2,2030,0.0001
TX,3,Solar,2,2031,0.0001
TX,3,Solar,2,2032,0.0001
TX,3,Solar,2,2033,0.0001
TX,3,Solar,2,2034,0.0001
TX,3,Solar,2,2035,0.0001
TX,4,NG_Fired_Plant,1,2030,7.6
TX,4,NG_Fired_Plant,1,2031,7.6
TX,4,NG_Fired_Plant,1,2032,7.6
TX,4,NG_Fired_Plant,1,2033,7.6
TX,4,NG_Fired_Plant,1,2034,7.5
TX,4,NG_Fired_Plant,1,2035,7.5
TX,4,NG_Fired_Plant,2,2030,8.9
TX,4,NG_Fired_Plant,2,2031,8.8
TX,4,NG_Fired_Plant,2,2032,8.8
TX,4,NG_Fired_Plant,2,2033,8.8
TX,4,NG_Fired_Plant,2,2034,8.7
TX,4,NG_Fired_Plant,2,2035,8.7
TX,4,NG_Fired_Plant,3,2030,10.7
TX,4,NG_Fired_Plant,3,2031,10.7
TX,4,NG_Fired_Plant,3,2032,10.6
TX,4,NG_Fired_Plant,3,2033,10.6
TX,4,NG_Fired_Plant,3,2034,10.6
TX,4,NG_Fired_Plant,3,2035,10.6
TX,4,H2_Fired_Plant,1,2030,999
TX,4,H2_Fired_Plant,1,2031,999
TX,4,H2_Fired_Plant,1,2032,999
TX,4,H2_Fired_Plant,1,2033,999
TX,4,H2_Fired_Plant,1,2034,999
TX,4,H2_Fired_Plant,1,2035,999
TX,4,Hydro_Plant_seasonal,1,2030,0.0001
TX,4,Hydro_Plant_seasonal,1,2031,0.0001
TX,4,Hydro_Plant_seasonal,1,2032,0.0001
TX,4,Hydro_Plant_seasonal,1,2033,0.0001
TX,4,Hydro_Plant_seasonal,1,2034,0.0001
TX,4,Hydro_Plant_seasonal,1,2035,0.0001
TX,4,Hydro_Plant_regular,1,2030,0.0001
TX,4,Hydro_Plant_regular,1,2031,0.0001
TX,4,Hydro_Plant_regular,1,2032,0.0001
TX,4,Hydro_Plant_regular,1,2033,0.0001
TX,4,Hydro_Plant_regular,1,2034,0.0001
TX,4,Hydro_Plant_regular,1,2035,0.0001
TX,4,Battery_Storage,1,2030,0.0001
TX,4,Battery_Storage,1,2031,0.0001
TX,4,Battery_Storage,1,2032,0.0001
TX,4,Battery_Storage,1,2033,0.0001
TX,4,Battery_Storage,1,2034,0.0001
TX,4,Battery_Storage,1,2035,0.0001
TX,4,Solar,1,2030,0.0001
TX,4,Solar,1,2031,0.0001
TX,4,Solar,1,2032,0.0001
TX,4,Solar,1,2033,0.0001
TX,4,Solar,1,2034,0.0001
TX,4,Solar,1,2035,0.0001
TX,4,Solar,2,2030,0.0001
TX,4,Solar,2,2031,0.0001
TX,4,Solar,2,2032,0.0001
TX,4,Solar,2,2033,0.0001
TX,4,Solar,2,2034,0.0001
TX,4,Solar,2,2035,0.0001
CA,1,NG_Fired_Plant,1,2030,6
CA,1,NG_Fired_Plant,1,2031,6
CA,1,NG_Fired_Plant,1,2032,6
CA,1,NG_Fired_Plant,1,2033,6
CA,1,NG_Fired_Plant,1,2034,6
CA,1,NG_Fired_Plant,1,2035,6
CA,1,NG_Fired_Plant,2,2030,6
CA,1,NG_Fired_Plant,2,2031,6
CA,1,NG_Fired_Plant,2,2032,6
CA,1,NG_Fired_Plant,2,2033,6
CA,1,NG_Fired_Plant,2,2034,6
CA,1,NG_Fired_Plant,2,2035,6
CA,1,NG_Fired_Plant,3,2030,11.78095238
CA,1,NG_Fired_Plant,3,2031,11.73809524
CA,1,NG_Fired_Plant,3,2032,11.7
CA,1,NG_Fired_Plant,3,2033,11.66190476
CA,1,NG_Fired_Plant,3,2034,11.61428571
CA,1,NG_Fired_Plant,3,2035,11.58571429
CA,1,H2_Fired_Plant,1,2030,8
CA,1,H2_Fired_Plant,1,2031,8
CA,1,H2_Fired_Plant,1,2032,8
CA,1,H2_Fired_Plant,1,2033,8
CA,1,H2_Fired_Plant,1,2034,8
CA,1,H2_Fired_Plant,1,2035,8
CA,1,Hydro_Plant_seasonal,1,2030,0.0001
CA,1,Hydro_Plant_seasonal,1,2031,0.0001
CA,1,Hydro_Plant_seasonal,1,2032,0.0001
CA,1,Hydro_Plant_seasonal,1,2033,0.0001
CA,1,Hydro_Plant_seasonal,1,2034,0.0001
CA,1,Hydro_Plant_seasonal,1,2035,0.0001
CA,1,Hydro_Plant_regular,1,2030,0.0001
CA,1,Hydro_Plant_regular,1,2031,0.0001
CA,1,Hydro_Plant_regular,1,2032,0.0001
CA,1,Hydro_Plant_regular,1,2033,0.0001
CA,1,Hydro_Plant_regular,1,2034,0.0001
CA,1,Hydro_Plant_regular,1,2035,0.0001
CA,1,Battery_Storage,1,2030,0.0001
CA,1,Battery_Storage,1,2031,0.0001
CA,1,Battery_Storage,1,2032,0.0001
CA,1,Battery_Storage,1,2033,0.0001
CA,1,Battery_Storage,1,2034,0.0001
CA,1,Battery_Storage,1,2035,0.0001
CA,1,Solar,1,2030,0.0001
CA,1,Solar,1,2031,0.0001
CA,1,Solar,1,2032,0.0001
CA,1,Solar,1,2033,0.0001
CA,1,Solar,1,2034,0.0001
CA,1,Solar,1,2035,0.0001
CA,1,Solar,2,2030,0.0001
CA,1,Solar,2,2031,0.0001
CA,1,Solar,2,2032,0.0001
CA,1,Solar,2,2033,0.0001
CA,1,Solar,2,2034,0.0001
CA,1,Solar,2,2035,0.0001
CA,2,NG_Fired_Plant,1,2030,6
CA,2,NG_Fired_Plant,1,2031,6
CA,2,NG_Fired_Plant,1,2032,6
CA,2,NG_Fired_Plant,1,2033,6
CA,2,NG_Fired_Plant,1,2034,6
CA,2,NG_Fired_Plant,1,2035,6
CA,2,NG_Fired_Plant,2,2030,6
CA,2,NG_Fired_Plant,2,2031,6
CA,2,NG_Fired_Plant,2,2032,6
CA,2,NG_Fired_Plant,2,2033,6
CA,2,NG_Fired_Plant,2,2034,6
CA,2,NG_Fired_Plant,2,2035,6
CA,2,NG_Fired_Plant,3,2030,11.7952381
CA,2,NG_Fired_Plant,3,2031,11.75238095
CA,2,NG_Fired_Plant,3,2032,11.71904762
CA,2,NG_Fired_Plant,3,2033,11.69047619
CA,2,NG_Fired_Plant,3,2034,11.63809524
CA,2,NG_Fired_Plant,3,2035,11.60952381
CA,2,H2_Fired_Plant,1,2030,8
CA,2,H2_Fired_Plant,1,2031,8
CA,2,H2_Fired_Plant,1,2032,8
CA,2,H2_Fired_Plant,1,2033,8
CA,2,H2_Fired_Plant,1,2034,8
CA,2,H2_Fired_Plant,1,2035,8
CA,2,Hydro_Plant_seasonal,1,2030,0.0001
CA,2,Hydro_Plant_seasonal,1,2031,0.0001
CA,2,Hydro_Plant_seasonal,1,2032,0.0001
CA,2,Hydro_Plant_seasonal,1,2033,0.0001
CA,2,Hydro_Plant_seasonal,1,2034,0.0001
CA,2,Hydro_Plant_seasonal,1,2035,0.0001
CA,2,Hydro_Plant_regular,1,2030,0.0001
CA,2,Hydro_Plant_regular,1,2031,0.0001
CA,2,Hydro_Plant_regular,1,2032,0.0001
CA,2,Hydro_Plant_regular,1,2033,0.0001
CA,2,Hydro_Plant_regular,1,2034,0.0001
CA,2,Hydro_Plant_regular,1,2035,0.0001
CA,2,Battery_Storage,1,2030,0.0001
CA,2,Battery_Storage,1,2031,0.0001
CA,2,Battery_Storage,1,2032,0.0001
CA,2,Battery_Storage,1,2033,0.0001
CA,2,Battery_Storage,1,2034,0.0001
CA,2,Battery_Storage,1,2035,0.0001
CA,2,Solar,1,2030,0.0001
CA,2,Solar,1,2031,0.0001
CA,2,Solar,1,2032,0.0001
CA,2,Solar,1,2033,0.0001
CA,2,Solar,1,2034,0.0001
CA,2,Solar,1,2035,0.0001
CA,2,Solar,2,2030,0.0001
CA,2,Solar,2,2031,0.0001
CA,2,Solar,2,2032,0.0001
CA,2,Solar,2,2033,0.0001
CA,2,Solar,2,2034,0.0001
CA,2,Solar,2,2035,0.0001
CA,3,NG_Fired_Plant,1,2030,6
CA,3,NG_Fired_Plant,1,2031,6
CA,3,NG_Fired_Plant,1,2032,6
CA,3,NG_Fired_Plant,1,2033,6
CA,3,NG_Fired_Plant,1,2034,6
CA,3,NG_Fired_Plant,1,2035,6
CA,3,NG_Fired_Plant,2,2030,6
CA,3,NG_Fired_Plant,2,2031,6
CA,3,NG_Fired_Plant,2,2032,6
CA,3,NG_Fired_Plant,2,2033,6
CA,3,NG_Fired_Plant,2,2034,6
CA,3,NG_Fired_Plant,2,2035,6
CA,3,NG_Fired_Plant,3,2030,11.78571429
CA,3,NG_Fired_Plant,3,2031,11.75714286
CA,3,NG_Fired_Plant,3,2032,11.71428571
CA,3,NG_Fired_Plant,3,2033,11.67142857
CA,3,NG_Fired_Plant,3,2034,11.61904762
CA,3,NG_Fired_Plant,3,2035,11.59047619
CA,3,H2_Fired_Plant,1,2030,8
CA,3,H2_Fired_Plant,1,2031,8
CA,3,H2_Fired_Plant,1,2032,8
CA,3,H2_Fired_Plant,1,2033,8
CA,3,H2_Fired_Plant,1,2034,8
CA,3,H2_Fired_Plant,1,2035,8
CA,3,Hydro_Plant_seasonal,1,2030,0.0001
CA,3,Hydro_Plant_seasonal,1,2031,0.0001
CA,3,Hydro_Plant_seasonal,1,2032,0.0001
CA,3,Hydro_Plant_seasonal,1,2033,0.0001
CA,3,Hydro_Plant_seasonal,1,2034,0.0001
CA,3,Hydro_Plant_seasonal,1,2035,0.0001
CA,3,Hydro_Plant_regular,1,2030,0.0001
CA,3,Hydro_Plant_regular,1,2031,0.0001
CA,3,Hydro_Plant_regular,1,2032,0.0001
CA,3,Hydro_Plant_regular,1,2033,0.0001
CA,3,Hydro_Plant_regular,1,2034,0.0001
CA,3,Hydro_Plant_regular,1,2035,0.0001
CA,3,Battery_Storage,1,2030,0.0001
CA,3,Battery_Storage,1,2031,0.0001
CA,3,Battery_Storage,1,2032,0.0001
CA,3,Battery_Storage,1,2033,0.0001
CA,3,Battery_Storage,1,2034,0.0001
CA,3,Battery_Storage,1,2035,0.0001
CA,3,Solar,1,2030,0.0001
CA,3,Solar,1,2031,0.0001
CA,3,Solar,1,2032,0.0001
CA,3,Solar,1,2033,0.0001
CA,3,Solar,1,2034,0.0001
CA,3,Solar,1,2035,0.0001
CA,3,Solar,2,2030,0.0001
CA,3,Solar,2,2031,0.0001
CA,3,Solar,2,2032,0.0001
CA,3,Solar,2,2033,0.0001
CA,3,Solar,2,2034,0.0001
CA,3,Solar,2,2035,0.0001
CA,4,NG_Fired_Plant,1,2030,6
CA,4,NG_Fired_Plant,1,2031,6
CA,4,NG_Fired_Plant,1,2032,6
CA,4,NG_Fired_Plant,1,2033,6
CA,4,NG_Fired_Plant,1,2034,6
CA,4,NG_Fired_Plant,1,2035,6
CA,4,NG_Fired_Plant,2,2030,6
CA,4,NG_Fired_Plant,2,2031,6
CA,4,NG_Fired_Plant,2,2032,6
CA,4,NG_Fired_Plant,2,2033,6
CA,4,NG_Fired_Plant,2,2034,6
CA,4,NG_Fired_Plant,2,2035,6
CA,4,NG_Fired_Plant,3,2030,11.78571429
CA,4,NG_Fired_Plant,3,2031,11.75714286
CA,4,NG_Fired_Plant,3,2032,11.71428571
CA,4,NG_Fired_Plant,3,2033,11.67142857
CA,4,NG_Fired_Plant,3,2034,11.61904762
CA,4,NG_Fired_Plant,3,2035,11.59047619
CA,4,H2_Fired_Plant,1,2030,8
CA,4,H2_Fired_Plant,1,2031,8
CA,4,H2_Fired_Plant,1,2032,8
CA,4,H2_Fired_Plant,1,2033,8
CA,4,H2_Fired_Plant,1,2034,8
CA,4,H2_Fired_Plant,1,2035,8
CA,4,Hydro_Plant_seasonal,1,2030,0.0001
CA,4,Hydro_Plant_seasonal,1,2031,0.0001
CA,4,Hydro_Plant_seasonal,1,2032,0.0001
CA,4,Hydro_Plant_seasonal,1,2033,0.0001
CA,4,Hydro_Plant_seasonal,1,2034,0.0001
CA,4,Hydro_Plant_seasonal,1,2035,0.0001
CA,4,Hydro_Plant_regular,1,2030,0.0001
CA,4,Hydro_Plant_regular,1,2031,0.0001
CA,4,Hydro_Plant_regular,1,2032,0.0001
CA,4,Hydro_Plant_regular,1,2033,0.0001
CA,4,Hydro_Plant_regular,1,2034,0.0001
CA,4,Hydro_Plant_regular,1,2035,0.0001
CA,4,Battery_Storage,1,2030,0.0001
CA,4,Battery_Storage,1,2031,0.0001
CA,4,Battery_Storage,1,2032,0.0001
CA,4,Battery_Storage,1,2033,0.0001
CA,4,Battery_Storage,1,2034,0.0001
CA,4,Battery_Storage,1,2035,0.0001
CA,4,Solar,1,2030,0.0001
CA,4,Solar,1,2031,0.0001
CA,4,Solar,1,2032,0.0001
CA,4,Solar,1,2033,0.0001
CA,4,Solar,1,2034,0.0001
CA,4,Solar,1,2035,0.0001
CA,4,Solar,2,2030,0.0001
CA,4,Solar,2,2031,0.0001
CA,4,Solar,2,2032,0.0001
CA,4,Solar,2,2033,0.0001
CA,4,Solar,2,2034,0.0001
CA,4,Solar,2,2035,0.0001
NY,1,NG_Fired_Plant,1,2030,9.395454545
NY,1,NG_Fired_Plant,1,2031,9.386363636
NY,1,NG_Fired_Plant,1,2032,9.368181818
NY,1,NG_Fired_Plant,1,2033,9.359090909
NY,1,NG_Fired_Plant,1,2034,9.363636364
NY,1,NG_Fired_Plant,1,2035,9.368181818
NY,1,NG_Fired_Plant,2,2030,10.6
NY,1,NG_Fired_Plant,2,2031,10.57647059
NY,1,NG_Fired_Plant,2,2032,10.52941176
NY,1,NG_Fired_Plant,2,2033,10.51176471
NY,1,NG_Fired_Plant,2,2034,10.49411765
NY,1,NG_Fired_Plant,2,2035,10.46470588
NY,1,NG_Fired_Plant,3,2030,11.78095238
NY,1,NG_Fired_Plant,3,2031,11.73809524
NY,1,NG_Fired_Plant,3,2032,11.7
NY,1,NG_Fired_Plant,3,2033,11.66190476
NY,1,NG_Fired_Plant,3,2034,11.61428571
NY,1,NG_Fired_Plant,3,2035,11.58571429
NY,1,H2_Fired_Plant,1,2030,999
NY,1,H2_Fired_Plant,1,2031,999
NY,1,H2_Fired_Plant,1,2032,999
NY,1,H2_Fired_Plant,1,2033,999
NY,1,H2_Fired_Plant,1,2034,999
NY,1,H2_Fired_Plant,1,2035,999
NY,1,Hydro_Plant_seasonal,1,2030,0.0001
NY,1,Hydro_Plant_seasonal,1,2031,0.0001
NY,1,Hydro_Plant_seasonal,1,2032,0.0001
NY,1,Hydro_Plant_seasonal,1,2033,0.0001
NY,1,Hydro_Plant_seasonal,1,2034,0.0001
NY,1,Hydro_Plant_seasonal,1,2035,0.0001
NY,1,Hydro_Plant_regular,1,2030,0.0001
NY,1,Hydro_Plant_regular,1,2031,0.0001
NY,1,Hydro_Plant_regular,1,2032,0.0001
NY,1,Hydro_Plant_regular,1,2033,0.0001
NY,1,Hydro_Plant_regular,1,2034,0.0001
NY,1,Hydro_Plant_regular,1,2035,0.0001
NY,1,Battery_Storage,1,2030,0.0001
NY,1,Battery_Storage,1,2031,0.0001
NY,1,Battery_Storage,1,2032,0.0001
NY,1,Battery_Storage,1,2033,0.0001
NY,1,Battery_Storage,1,2034,0.0001
NY,1,Battery_Storage,1,2035,0.0001
NY,1,Solar,1,2030,0.0001
NY,1,Solar,1,2031,0.0001
NY,1,Solar,1,2032,0.0001
NY,1,Solar,1,2033,0.0001
NY,1,Solar,1,2034,0.0001
NY,1,Solar,1,2035,0.0001
NY,1,Solar,2,2030,0.0001
NY,1,Solar,2,2031,0.0001
NY,1,Solar,2,2032,0.0001
NY,1,Solar,2,2033,0.0001
NY,1,Solar,2,2034,0.0001
NY,1,Solar,2,2035,0.0001
NY,2,NG_Fired_Plant,1,2030,9.395454545
NY,2,NG_Fired_Plant,1,2031,9.390909091
NY,2,NG_Fired_Plant,1,2032,9.372727273
NY,2,NG_Fired_Plant,1,2033,9.359090909
NY,2,NG_Fired_Plant,1,2034,9.368181818
NY,2,NG_Fired_Plant,1,2035,9.377272727
NY,2,NG_Fired_Plant,2,2030,10.58823529
NY,2,NG_Fired_Plant,2,2031,10.57058824
NY,2,NG_Fired_Plant,2,2032,10.52352941
NY,2,NG_Fired_Plant,2,2033,10.51176471
NY,2,NG_Fired_Plant,2,2034,10.48235294
NY,2,NG_Fired_Plant,2,2035,10.45294118
NY,2,NG_Fired_Plant,3,2030,11.7952381
NY,2,NG_Fired_Plant,3,2031,11.75238095
NY,2,NG_Fired_Plant,3,2032,11.71904762
NY,2,NG_Fired_Plant,3,2033,11.69047619
NY,2,NG_Fired_Plant,3,2034,11.63809524
NY,2,NG_Fired_Plant,3,2035,11.60952381
NY,2,H2_Fired_Plant,1,2030,999
NY,2,H2_Fired_Plant,1,2031,999
NY,2,H2_Fired_Plant,1,2032,999
NY,2,H2_Fired_Plant,1,2033,999
NY,2,H2_Fired_Plant,1,2034,999
NY,2,H2_Fired_Plant,1,2035,999
NY,2,Hydro_Plant_seasonal,1,2030,0.0001
NY,2,Hydro_Plant_seasonal,1,2031,0.0001
NY,2,Hydro_Plant_seasonal,1,2032,0.0001
NY,2,Hydro_Plant_seasonal,1,2033,0.0001
NY,2,Hydro_Plant_seasonal,1,2034,0.0001
NY,2,Hydro_Plant_seasonal,1,2035,0.0001
NY,2,Hydro_Plant_regular,1,2030,0.0001
NY,2,Hydro_Plant_regular,1,2031,0.0001
NY,2,Hydro_Plant_regular,1,2032,0.0001
NY,2,Hydro_Plant_regular,1,2033,0.0001
NY,2,Hydro_Plant_regular,1,2034,0.0001
NY,2,Hydro_Plant_regular,1,2035,0.0001
NY,2,Battery_Storage,1,2030,0.0001
NY,2,Battery_Storage,1,2031,0.0001
NY,2,Battery_Storage,1,2032,0.0001
NY,2,Battery_Storage,1,2033,0.0001
NY,2,Battery_Storage,1,2034,0.0001
NY,2,Battery_Storage,1,2035,0.0001
NY,2,Solar,1,2030,0.0001
NY,2,Solar,1,2031,0.0001
NY,2,Solar,1,2032,0.0001
NY,2,Solar,1,2033,0.0001
NY,2,Solar,1,2034,0.0001
NY,2,Solar,1,2035,0.0001
NY,2,Solar,2,2030,0.0001
NY,2,Solar,2,2031,0.0001
NY,2,Solar,2,2032,0.0001
NY,2,Solar,2,2033,0.0001
NY,2,Solar,2,2034,0.0001
NY,2,Solar,2,2035,0.0001
NY,3,NG_Fired_Plant,1,2030,9.395454545
NY,3,NG_Fired_Plant,1,2031,9.381818182
NY,3,NG_Fired_Plant,1,2032,9.368181818
NY,3,NG_Fired_Plant,1,2033,9.363636364
NY,3,NG_Fired_Plant,1,2034,9.363636364
NY,3,NG_Fired_Plant,1,2035,9.368181818
NY,3,NG_Fired_Plant,2,2030,10.59411765
NY,3,NG_Fired_Plant,2,2031,10.57647059
NY,3,NG_Fired_Plant,2,2032,10.53529412
NY,3,NG_Fired_Plant,2,2033,10.51176471
NY,3,NG_Fired_Plant,2,2034,10.48823529
NY,3,NG_Fired_Plant,2,2035,10.45882353
NY,3,NG_Fired_Plant,3,2030,11.78571429
NY,3,NG_Fired_Plant,3,2031,11.75714286
NY,3,NG_Fired_Plant,3,2032,11.71428571
NY,3,NG_Fired_Plant,3,2033,11.67142857
NY,3,NG_Fired_Plant,3,2034,11.61904762
NY,3,NG_Fired_Plant,3,2035,11.59047619
NY,3,H2_Fired_Plant,1,2030,999
NY,3,H2_Fired_Plant,1,2031,999
NY,3,H2_Fired_Plant,1,2032,999
NY,3,H2_Fired_Plant,1,2033,999
NY,3,H2_Fired_Plant,1,2034,999
NY,3,H2_Fired_Plant,1,2035,999
NY,3,Hydro_Plant_seasonal,1,2030,0.0001
NY,3,Hydro_Plant_seasonal,1,2031,0.0001
NY,3,Hydro_Plant_seasonal,1,2032,0.0001
NY,3,Hydro_Plant_seasonal,1,2033,0.0001
NY,3,Hydro_Plant_seasonal,1,2034,0.0001
NY,3,Hydro_Plant_seasonal,1,2035,0.0001
NY,3,Hydro_Plant_regular,1,2030,0.0001
NY,3,Hydro_Plant_regular,1,2031,0.0001
NY,3,Hydro_Plant_regular,1,2032,0.0001
NY,3,Hydro_Plant_regular,1,2033,0.0001
NY,3,Hydro_Plant_regular,1,2034,0.0001
NY,3,Hydro_Plant_regular,1,2035,0.0001
NY,3,Battery_Storage,1,2030,0.0001
NY,3,Battery_Storage,1,2031,0.0001
NY,3,Battery_Storage,1,2032,0.0001
NY,3,Battery_Storage,1,2033,0.0001
